Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOOBP,0.008501053,5402,194,35,8,27,600,1875,1372,test_oneHundredTwentyLocation_4.csv,64,3,60.90625,3.1875,205,0,,
GPC,0.111083031,1467,165,35,2,33,429,2219,1331,test_oneHundredTwentyLocation_4.csv,64,3,60.90625,3.1875,205,0,,
VNS,301.8178518,5410,202,38,8,30,165,2099,1463,test_oneHundredTwentyLocation_4.csv,64,3,60.90625,3.1875,205,0,5402,
TRI,300.0086839,5398,190,37,8,29,300,1840,1630,test_oneHundredTwentyLocation_4.csv,64,3,60.90625,3.1875,205,0,,
IP,305.424654,5428,220,40,8,32,166,2121,1730,test_oneHundredTwentyLocation_4.csv,64,3,60.90625,3.1875,205,0,,FALSE
GBOOBD,0.019145012,560,32,40,8,32,530,2386,947,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
GBOFRT,0.008728981,560,32,40,8,32,530,2386,947,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
GBOPOA,0.009071112,560,32,40,8,32,530,2425,1050,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
GBOOBP,0.008707047,560,32,40,8,32,530,2386,947,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
GPC,0.130840063,238,40,43,3,40,520,2333,1155,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
VNS,301.8017199,562,34,42,8,34,120,2508,1018,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,560,
TRI,300.0094059,561,33,41,8,33,526,2493,969,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,
IP,307.0939989,566,38,46,8,38,279,2571,1190,test_onePriority_4.csv,64,3,65.640625,3.34375,213,0,,FALSE
GBOOBD,0.094437122,20884,228,54,16,38,287,2389,1420,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
GBOFRT,0.024720907,20937,281,52,16,36,414,2374,1335,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
GBOPOA,0.025779963,20956,300,54,16,38,329,2465,1342,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
GBOOBP,0.024638176,20937,281,52,16,36,414,2374,1335,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
GPC,0.531877995,11875,256,55,9,46,300,2418,1414,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
VNS,302.5350301,20969,313,57,16,41,193,2548,1343,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,20956,
TRI,300.0116911,17046,263,53,13,40,256,2570,1323,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,
IP,330.188307,10549,221,42,8,34,549,2122,1069,test_oneTwentyEightTask_4.csv,128,3,60.9609375,3.046875,209,0,,FALSE
GBOOBD,0.048169851,5420,212,44,8,36,516,2183,1187,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
GBOFRT,0.008027792,5426,218,39,8,31,629,1983,1173,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
GBOPOA,0.007801056,5420,212,40,8,32,770,1881,1255,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
GBOOBP,0.007930994,5426,218,39,8,31,629,1983,1173,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
GPC,0.109244108,2170,217,39,3,36,707,1895,1154,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
VNS,301.4483969,5443,235,44,8,36,110,2247,1229,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,5426,
TRI,300.002315,5434,226,46,8,38,570,2211,1220,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,
IP,305.335156,5470,262,50,8,42,216,2581,1303,test_oneWindow_4.csv,64,3,60.15625,2.109375,220,0,,FALSE
GBOOBD,0.073937893,82451,179,63,32,31,113,2728,1273,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
GBOFRT,0.070179939,82491,219,59,32,27,144,2736,1210,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
GBOPOA,0.064270973,77333,203,60,30,30,235,2627,1303,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
GBOOBP,0.066392899,82491,219,59,32,27,144,2736,1210,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
GPC,1.384042025,15700,274,55,6,49,201,2510,1480,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
VNS,302.7221658,82495,223,60,32,28,84,2772,1212,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,82491,
TRI,300.053298,38814,249,56,15,41,179,2629,1349,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,
IP,479.040122,10395,111,26,4,22,1546,1393,695,test_twoFiftySixTask_3.csv,256,3,59.28515625,3.125,212,0,,FALSE
GBOOBD,0.05222702,5513,305,64,8,56,2056,4245,1758,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
GBOFRT,0.010817051,5509,301,62,8,54,2077,4032,1788,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
GBOPOA,0.010545969,5513,305,64,8,56,2291,4245,1771,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
GBOOBP,0.010715961,5509,301,62,8,54,2077,4032,1788,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
GPC,0.163937092,5511,303,63,8,55,2499,4132,1567,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
VNS,301.5154629,5513,305,64,8,56,1392,4245,1771,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,5513,
TRI,300.007479,5513,305,64,8,56,2063,4245,1532,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,
IP,127.965409,5513,305,64,8,56,2768,4245,1788,test_sevenDay_4.csv,64,7,66.328125,6.4375,211,0,,TRUE
GBOOBD,0.046318054,3487,232,44,5,39,717,2154,1142,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
GBOFRT,0.007757902,5439,231,43,8,35,471,2314,1133,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
GBOPOA,0.006074905,3485,230,41,5,36,500,2291,1146,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
GBOOBP,0.006867886,3491,236,40,5,35,461,2433,994,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
GPC,0.107273102,3488,233,44,5,39,563,2213,1168,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
VNS,302.875437,4824,267,46,7,39,149,2660,1053,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,3491,
TRI,300.003433,5445,237,45,8,37,481,2476,999,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,
IP,305.3692009,5490,282,52,8,44,126,2553,1311,test_sixteenDependencies_4.csv,64,3,56.328125,2.828125,217,16,,FALSE
GBOOBD,0.044237137,9939,174,45,15,30,361,2511,1062,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
GBOFRT,0.009021997,9943,178,40,15,25,700,2099,1039,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
GBOPOA,0.008418083,10587,171,41,16,25,781,2232,945,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
GBOOBP,0.008465052,9943,178,40,15,25,700,2099,1039,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
GPC,0.122663975,6035,176,40,9,31,536,2326,1099,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
VNS,301.725883,10602,186,45,16,29,395,2439,1030,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,10587,
TRI,300.005939,10589,173,45,16,29,230,2448,1246,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,
IP,305.405761,10610,194,47,16,31,110,2758,1150,test_sixteenRequired_4.csv,64,3,64.75,2.953125,209,0,,FALSE
